Title,Location,Model ,KM,Fuel Type,CC,Specs,Price
Toyota Vitz 2014 F 1.0 for Sale,Islamabad,2014,"145,000",Petrol,1000,Automatic,29.85lacs
Toyota Raize 2020 Z for Sale,Rawalpindi,2020,"52,000",Petrol,1000,Automatic,57.5lacs
Daihatsu Cuore 2004 CX Automatic for Sale,Karachi,2004,"138,000",Petrol,800,Automatic,8.9lacs
Suzuki Mehran 2006 VX for Sale,Islamabad,2006,"10,000",Petrol,800,Manual,6.5lacs
Suzuki Cultus 2007 VXR for Sale,Karachi,2007,"6,474",Petrol,1000,Manual,6.99lacs
Toyota Aqua 2021 Z for Sale,Rawalpindi,2021,"9,115",Hybrid,1500,Automatic,
Suzuki Mehran 2012 VXR for Sale,Lahore,2012,"12,345",Petrol,800,Manual,8.9lacs
Daihatsu Cuore 2010 CX Automatic for Sale,Karachi,2010,"90,000",Petrol,800,Automatic,11.8lacs
Suzuki Alto 2024 VXR for Sale,Rawalpindi,2024,"5,500",Petrol,660,Manual,28.75lacs
Honda City 2010 1.3 i-VTEC for Sale,Lahore,2010,"10,856",Petrol,1300,Manual,24.2lacs
MG HS 2021 1.5 Turbo for Sale,Karachi,2021,"33,000",Petrol,1500,Automatic,59.5lacs
Honda City 2010 1.3 i-VTEC for Sale,Islamabad,2010,"155,000",Petrol,1300,Manual,26.25lacs
Daihatsu Move 2020 Custom X for Sale,Rawalpindi,2020,"17,475",Petrol,660,Automatic,
Nissan Dayz 2020 Highway Star G for Sale,Rawalpindi,2020,"13,476",Hybrid,660,Automatic,39.5lacs
Daihatsu Taft 2021 for Sale,Rawalpindi,2021,"6,538",Petrol,660,Automatic,36.5lacs
Suzuki Wagon R 2019 for Sale,Rawalpindi,2019,"40,500",Petrol,660,Automatic,37.75lacs
Nissan Dayz 2024 for Sale,Multan,2024,"32,000",Petrol,660,Automatic,35lacs
Daihatsu Cuore 2011 CX Eco for Sale,Lahore,2011,"90,000",Petrol,800,Manual,8.85lacs
Suzuki Alto 2024 VXL AGS for Sale,Rawalpindi,2024,"10,000",Petrol,660,Automatic,32.5lacs
Suzuki Bolan 1997 GL for Sale,Rawalpindi,1997,"111,000",Petrol,800,Manual,6.5lacs
Hyundai Santro 2000 Plus for Sale,Faisalabad,2000,"12,345",Petrol,1000,Manual,8.5lacs
Honda Civic 2017 1.8 i-VTEC CVT for Sale,Karachi,2017,"44,000",Petrol,1800,Automatic,42lacs
Suzuki Baleno 2009 for Sale,Peshawar,2009,"80,000",Petrol,800,Manual,8.5lacs
Suzuki Cultus 2013 EURO II for Sale,Lahore,2013,"72,800",Petrol,1000,Manual,15lacs
Suzuki Mehran 2011 VX for Sale,Islamabad,2011,"12,345",Petrol,800,Manual,8.5lacs
Toyota Yaris 2020 ATIV X CVT 1.5 for Sale,Lahore,2020,"31,860",Petrol,1500,Automatic,45lacs
Honda City 2001 EXi for Sale,Faisalabad,2001,"150,000",Petrol,1300,Manual,10.4lacs
Toyota Corolla 9th (E120) Generation 2008 XLi for Sale,Islamabad,2008,"136,500",Petrol,1300,Manual,17.45lacs
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Lahore,2018,"74,000",Petrol,1600,Automatic,45.95lacs
KIA Sportage 2021 AWD for Sale 8.8/10,Islamabad,2021,"120,362",Petrol,2000,Automatic,70lacs
Toyota Prado 2019 TX L Package 2.7 for Sale,Lahore,2019,"23,000",Petrol,2700,Automatic,2.78crore
Honda City 2018 1.3 i-VTEC for Sale,Gujranwala,2018,10,Petrol,1300,Manual,37lacs
Mazda Flair Crossover 2021 Hybrid XS for Sale,Islamabad,2021,"25,600",Petrol,660,Automatic,38.9lacs
Daihatsu Mira 2007 X Limited Smart Drive Package for Sale,Islamabad,2007,"86,500",Petrol,660,Automatic,18.95lacs
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2019,"68,500",Petrol,1800,Automatic,60.5lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2021,"57,000",Petrol,1800,Automatic,61.5lacs
Honda Civic 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Karachi,2011,"89,000",Petrol,1800,Automatic,23.75lacs
Honda City 2020 1.3 i-VTEC Prosmatec for Sale,Karachi,2020,"16,736",Petrol,1300,Automatic,39.25lacs
Suzuki Mehran 1998 VX for Sale,Multan,1998,"75,000",Petrol,800,Manual,3.5lacs
Toyota Mark II 2004 for Sale,Karachi,2004,"150,000",Petrol,2000,Automatic,28lacs
Suzuki Cultus 2006 VXL for Sale,Karachi,2006,"99,999",Petrol,1000,Manual,8.15lacs
KIA Sportage 2022 AWD for Sale,Karachi,2022,"26,700",Petrol,2000,Automatic,78lacs
Toyota Corolla 9th (E120) Generation 2005 SE Saloon Automatic for Sale,Karachi,2005,"131,000",Petrol,1600,Automatic,11lacs
Suzuki Mehran 2011 VX for Sale,Rawalpindi,2011,"12,345",Petrol,800,Manual,7.5lacs
Honda Life 2008 for Sale,Rawalpindi,2008,"80,000",Petrol,660,Automatic,18lacs
Toyota Premio 2005 X 1.8 for Sale,Islamabad,2005,"250,000",Petrol,1800,Automatic,28.5lacs
Honda City 2022 1.2L M/T for Sale,Sialkot,2022,"30,000",Petrol,1200,Manual,43lacs
Toyota Hilux 2014 Vigo Champ G for Sale,Karachi,2014,"67,000",Diesel,3000,Automatic,74.95lacs
Honda City 2020 1.3 i-VTEC for Sale,Hyderabad,2020,"39,800",Petrol,1300,Manual,38.5lacs
Suzuki Alto 2023 VXR for Sale,Lahore,2023,"7,600",Petrol,660,Manual,27lacs
Hyundai Sonata 2022 2.5 for Sale,Karachi,2022,"25,000",Petrol,2500,Automatic,91lacs
Suzuki Swift 2017 DLX 1.3 for Sale,Karachi,2017,"68,000",Petrol,1300,Manual,21.5lacs
Honda Civic 1996 EXi for Sale,Lahore,1996,"22,222",Petrol,1500,Manual,7.09lacs
Suzuki Cultus 2007 VXR (CNG) for Sale,Islamabad,2007,"5,555",Petrol,1000,Manual,7lacs
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Karachi,2013,"78,461",Petrol,1800,Automatic,30lacs
Honda Vezel 2017 for Sale,Lahore,2017,"10,000",Hybrid,1500,Automatic,59.25lacs
Suzuki Bolan 2009 VX (CNG) for Sale,Karachi,2009,"921,404",Petrol,800,Manual,6.4lacs
Honda Civic 5th Generation 1995 EX for Sale,Islamabad,1995,"80,000",Petrol,1500,Manual,8.5lacs
Suzuki Mehran 2006 VX for Sale,Islamabad,2006,"150,000",Petrol,800,Manual,7.65lacs
Suzuki Baleno 2004 JXL for Sale,Rawalpindi,2004,"12,345",Petrol,1300,Manual,11.25lacs
Suzuki Mehran 2012 VX (CNG) for Sale,Lahore,2012,"78,000",Petrol,800,Manual,8.4lacs
Suzuki Alto 2022 VX for Sale,Muzaffarabad,2022,"100,000",Petrol,660,Manual,23lacs
Honda Civic 2016 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2016,"122,000",Petrol,1800,Automatic,45.5lacs
MG ZS EV 2021 Luxury for Sale 9/10,Faisalabad,2021,"70,737",Electric,44.5,Automatic,75lacs
Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2019,"85,000",Petrol,1800,Automatic,60lacs
Suzuki Cultus 2020 VXR for Sale,Rawalpindi,2020,"52,000",Petrol,1000,Manual,29lacs
Toyota Aqua 2017 S for Sale 8.9/10,Karachi,2017,"178,853",Hybrid,1500,Automatic,51lacs
Toyota Corolla 2015 GLi 1.3 VVTi for Sale,Lahore,2015,"55,000",Petrol,1300,Manual,39.75lacs
Suzuki Swift 2014 DLX 1.3 for Sale,Rawalpindi,2014,"96,000",Petrol,1300,Manual,22.75lacs
Honda Vezel 2014 Hybrid Z for Sale,Karachi,2014,"70,000",Hybrid,1500,Automatic,42.5lacs
Nissan Dayz 2020 S for Sale,Islamabad,2020,"76,000",Petrol,660,Automatic,31.5lacs
BMW 7 Series 2023 i7 xDrive60 M Sports for Sale,Karachi,2023,700,Electric,105.0,Automatic,8.3crore
Suzuki Alto 2019 VXL AGS for Sale 7.2/10,Lahore,2019,"52,566",Petrol,660,Automatic,24.5lacs
Honda City 2008 i-DSI Vario for Sale,Rawalpindi,2008,"112,587",Petrol,1300,Automatic,23.4lacs
Toyota Prado 2021 TX L Package 2.7 for Sale,Karachi,2021,"12,500",Petrol,2700,Automatic,
Suzuki Mehran 2003 VXR (CNG) for Sale,Lahore,2003,"33,426",Petrol,800,Manual,4.9lacs
Suzuki Mehran 2017 VXR Euro II for Sale,Lahore,2017,"76,000",Petrol,800,Manual,10.8lacs
Honda Civic Reborn 2007 VTi Oriel 1.8 i-VTEC for Sale,Lahore,2007,"166,000",Petrol,1800,Manual,19.45lacs
Suzuki Mehran 2018 VXR Euro II for Sale,Shuja,2018,"70,000",Petrol,796,Manual,13lacs
Suzuki Baleno 2004 for Sale,Islamabad,2004,"123,456",Petrol,1300,Manual,10.85lacs
Nissan Clipper 2017 for Sale,Karachi,2017,"190,000",Petrol,660,Automatic,20.5lacs
KIA Sportage 2021 AWD for Sale,Lahore,2021,"18,000",Petrol,2000,Automatic,73lacs
Honda City 1999 EXi for Sale,Karachi,1999,"100,000",Petrol,1300,Manual,5.25lacs
Toyota Vitz 2016 F 1.0 for Sale,Islamabad,2016,"72,000",Petrol,1000,Automatic,37lacs
Suzuki Wagon R 2021 VXL for Sale,Peshawar,2021,"15,000",Petrol,1000,Manual,28.75lacs
Suzuki Swift 2018 DLX 1.3 Navigation for Sale,Karachi,2018,"88,000",Petrol,1300,Manual,23lacs
Suzuki Ravi 2021 for Sale,Karachi,2021,"15,657",Petrol,800,Manual,17lacs
MG HS 2022 Trophy for Sale,Lahore,2022,"9,000",Petrol,1500,Automatic,72.9lacs
Suzuki Mehran 2014 VXR Euro II for Sale,Rawalpindi,2014,"90,000",Petrol,800,Manual,10.3lacs
Honda City 2000 EXi S Automatic for Sale,Karachi,2000,"12,345",Petrol,1500,Automatic,10lacs
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Mardan,2013,"110,000",Petrol,1300,Manual,35lacs
Suzuki Wagon R 2018 VXL for Sale,Karachi,2018,"68,500",Petrol,1000,Manual,22.5lacs
Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,Islamabad,2018,"89,000",Petrol,1500,Automatic,36.5lacs
Suzuki Cultus 2019 Auto Gear Shift for Sale,Karachi,2019,"43,000",Petrol,1000,Automatic,29.45lacs
Toyota Corona 1986 for Sale,Bahawalpur,1986,"123,456",Petrol,1600,Automatic,9.75lacs
Toyota C-HR 2019 S-LED for Sale,Gujranwala,2019,"48,000",Hybrid,1800,Automatic,84.25lacs
Toyota Corolla 1985 DX for Sale,Peshawar,1985,"123,456",Petrol,1300,Manual,9.5lacs
KIA Spectra 2001 1.5 for Sale,Islamabad,2001,"79,000",Petrol,1500,Manual,7.3lacs
Toyota Corolla 2017 XLi VVTi for Sale,Karachi,2017,"77,000",Petrol,1300,Manual,35lacs
Suzuki Mehran 2018 VXR Euro II for Sale,Islamabad,2018,"16,000",Petrol,800,Manual,16lacs
Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2018,"129,000",Petrol,1800,Automatic,52.95lacs
Suzuki Alto 2007 GII for Sale,Islamabad,2007,"120,000",Petrol,660,Automatic,16.45lacs
Toyota Hilux 2024 Revo GR-S for Sale,Karachi,2024,1,Diesel,2800,Automatic,1.72crore
Honda Vezel 2014 Hybrid Z for Sale,Karachi,2014,"115,000",Hybrid,1500,Automatic,43lacs
Toyota Land Cruiser 2022 ZX for Sale,Karachi,2022,"9,000",Petrol,4600,Automatic,
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale 8.7/10,Islamabad,2022,"87,281",Petrol,1500,Automatic,50lacs
Toyota C-HR 2019 G-LED for Sale,Lahore,2019,"67,000",Hybrid,1800,Automatic,
Nissan Serena 2019 HIGHWAY STAR for Sale,Lahore,2019,61,Hybrid,2000,Automatic,72.95lacs
Toyota Yaris Hatchback 2020 for Sale,Lahore,2020,"41,000",Petrol,1000,Automatic,43.5lacs
Toyota C-HR 2019 G for Sale,Karachi,2019,"30,000",Hybrid,1800,Automatic,91lacs
Nissan Note 2021 e-Power Aura for Sale,Lahore,2021,"43,000",Hybrid,1198,Automatic,66.5lacs
Toyota Sienta 2019 X for Sale,Lahore,2019,"43,000",Hybrid,1500,Automatic,63.95lacs
Suzuki Alto 2011 VXR for Sale,Islamabad,2011,"80,000",Petrol,1000,Manual,12.6lacs
Suzuki Ravi 2022 Euro II for Sale,Rawalpindi,2022,"84,000",Petrol,800,Manual,16.8lacs
Changan Karvaan 2020 Base Model 1.0 for Sale,Rawalpindi,2020,"24,000",Petrol,1000,Manual,22.25lacs
Toyota C-HR 2018 G-LED for Sale,Karachi,2018,"58,350",Hybrid,1800,Automatic,88lacs
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,Lahore,2007,"123,456",Petrol,1300,Manual,15.8lacs
Suzuki Hustler 2021 HYBRID G for Sale,Islamabad,2021,"9,800",Hybrid,660,Automatic,32lacs
Suzuki Wagon R 2017 for Sale,Kamoke,2017,"106,000",Petrol,1000,Manual,21lacs
Suzuki Alto 2022 VXR for Sale,Faisalabad,2022,"14,000",Petrol,660,Manual,24.2lacs
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,Lahore,2019,"130,000",Petrol,1300,Automatic,38.5lacs
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Karachi,2012,"130,000",Petrol,1300,Manual,24.5lacs
Suzuki Alto 2022 VXL AGS for Sale,Faisalabad,2022,"50,000",Petrol,660,Automatic,27lacs
Suzuki Mehran 2010 VXR for Sale,Sargodha,2010,"50,000",Petrol,800,Manual,8.9lacs
Daihatsu Charade 1986 CS for Sale,Lahore,1986,"50,000",Petrol,1000,Manual,4.75lacs
Toyota Yaris Hatchback 2020 for Sale,Lahore,2020,"95,029",Petrol,1000,Automatic,44.7lacs
Toyota Premio 2009 F 1.5 for Sale,Karachi,2009,"132,000",Petrol,1500,Automatic,42lacs
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,Chiniot,2007,"120,000",Petrol,1300,Manual,15.3lacs
Daihatsu Mira 2012 ES for Sale,Multan,2012,"170,000",Petrol,660,Automatic,22.5lacs
Toyota Vitz 2008 F 1.0 for Sale,Karachi,2008,"122,000",Petrol,1000,Automatic,20.5lacs
Suzuki Mehran 2018 VXR Euro II for Sale,Mian,2018,"123,456",Petrol,796,Manual,14.9lacs
Toyota Corolla 2009 for Sale,Gujrat,2009,"130,000",Petrol,1300,Automatic,25lacs
Honda Civic 2000 VTi 1.6 for Sale,Sialkot,2000,"70,000",Petrol,1600,Manual,9lacs
Toyota Passo 2015 X G Package for Sale,Islamabad,2015,"89,000",Petrol,1000,Automatic,29.5lacs
Toyota Corolla 9th (E120) Generation 2004 GLi 1.3 for Sale,Gujranwala,2004,"12,345",Petrol,1300,Manual,14.75lacs
Honda Civic Reborn 2008 VTi Prosmatec 1.8 i-VTEC for Sale,Karachi,2008,"100,000",Petrol,1800,Automatic,18.3lacs
Suzuki Cultus 2016 for Sale,Karachi,2016,"123,456",Petrol,1000,Manual,14.5lacs
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale 9.5/10,Karachi,2021,"24,013",Petrol,1800,Automatic,67lacs
Toyota C-HR 2019 G for Sale,Karachi,2019,"45,000",Hybrid,1800,Automatic,88.5lacs
Toyota Prius 2012 G LED Edition 1.8 for Sale,Lahore,2012,"95,000",Hybrid,1800,Automatic,38.5lacs
Toyota Corolla 2020 Altis Grande CVT-i 1.8 for Sale,Lahore,2020,"85,000",Petrol,1800,Automatic,61lacs
Honda Civic 2022 Oriel 1.8 i-VTEC CVT for Sale,Mirpur,2022,"53,000",Petrol,1800,Automatic,69.8lacs
Changan Alsvin 2024 Black Edition for Sale 10/10,Lahore,2024,"8,058",Petrol,1500,Automatic,45lacs
Hyundai Tucson 2020 AWD A/T Ultimate for Sale,Karachi,2020,"48,000",Petrol,2000,Automatic,69.99lacs
Daihatsu Move 2014 Custom RS SA for Sale,Lahore,2014,"75,000",Petrol,660,Automatic,22lacs
KIA Sportage 2022 FWD for Sale,Lahore,2022,"52,000",Petrol,2000,Automatic,65lacs
Toyota Corolla 2013 Altis SR Cruisetronic 1.6 for Sale,Lahore,2013,"147,000",Petrol,1600,Automatic,33lacs
Suzuki Wagon R 2021 Hybrid FX for Sale,Peshawar,2021,"3,300",Hybrid,660,Automatic,38.85lacs
Toyota Corolla Cross 2024 1.8 HEV X for Sale,Karachi,2024,30,Hybrid,1800,Automatic,98lacs
Honda Civic 2004 EXi for Sale,Lahore,2004,"11,111",Petrol,1500,Manual,13.9lacs
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Karachi,2014,"62,000",Petrol,1800,Automatic,33lacs
Toyota Corolla 2017 Altis Grande CVT-i 1.8 for Sale,Multan,2017,"100,000",Petrol,1800,Automatic,50lacs
Suzuki Mehran 2011 VX for Sale,Sahiwal,2011,"65,000",Petrol,800,Manual,8.95lacs
Honda City 2009 1.3 i-VTEC Prosmatec for Sale,Lahore,2009,"173,000",Petrol,1300,Automatic,24.5lacs
Honda Civic 2000 VTi Oriel Automatic 1.6 for Sale,Islamabad,2000,"1,234",Petrol,1600,Automatic,13.35lacs
Suzuki Cultus 2012 VXRi for Sale,Karachi,2012,"55,000",Petrol,1000,Manual,10lacs
Toyota Vitz 2017 F M Package 1.0 for Sale,Peshawar,2017,"98,000",Petrol,996,Automatic,37lacs
Suzuki Wagon R 2022 for Sale,Lahore,2022,"2,500",Hybrid,660,Automatic,42lacs
Toyota Corolla 2010 GLi 1.3 VVTi for Sale,Islamabad,2010,"185,000",Petrol,1300,Manual,25.5lacs
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,Lahore,2022,"56,000",Petrol,1500,Automatic,51lacs
Hyundai Tucson 2020 AWD A/T Ultimate for Sale,Faisalabad,2020,"49,000",Petrol,2000,Automatic,70.4lacs
Honda Civic 2020 Oriel 1.8 i-VTEC CVT for Sale,Sadiqabad,2020,"50,150",Petrol,1800,Automatic,63.5lacs
Suzuki Cultus 2008 VXRi (CNG) for Sale,Islamabad,2008,"12,345",Petrol,1000,Manual,12.6lacs
Suzuki FX 1987 GA for Sale,Karachi,1987,"21,051",Petrol,800,Manual,2.2lacs
Toyota Corolla 8th (E110) Generation 1998 XE for Sale,Peshawar,1998,"8,888",CNG,1300,Manual,12.5lacs
Toyota Yaris 2020 ATIV CVT 1.3 for Sale,Hala,2020,"66,000",Petrol,1300,Automatic,32.75lacs
Suzuki Alto 2007 for Sale,Mansehra,2007,"100,000",Petrol,1000,Manual,10lacs
Honda Civic 2003 VTi Prosmatec 1.6 for Sale,Karachi,2003,"200,000",Petrol,1600,Automatic,12.5lacs
Suzuki Alto 2004 VXR for Sale,Karachi,2004,"40,000",Petrol,1000,Manual,6.05lacs
Honda City 2004 i-DSI for Sale,Lahore,2004,"200,000",Petrol,1300,Manual,14.3lacs
Honda Civic 2010 VTi Prosmatec 1.8 i-VTEC for Sale,Lahore,2010,"200,000",Petrol,1800,Automatic,24.5lacs
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,Islamabad,2017,"78,000",Petrol,1300,Manual,35lacs
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Lahore,2019,"19,800",Petrol,1600,Automatic,52.5lacs
Daihatsu Mira 2008 for Sale,Karachi,2008,"175,000",Petrol,660,Automatic,13.5lacs
Toyota Corolla 2015 Altis Automatic 1.6 for Sale,Islamabad,2015,"158,000",Petrol,1600,Automatic,37.3lacs
Suzuki Hustler 2016 G for Sale,Islamabad,2016,"89,500",Petrol,660,Automatic,24.85lacs
Suzuki Swift 2020 DLX 1.3 Navigation for Sale,Islamabad,2020,"60,000",Petrol,1300,Manual,30.25lacs
Toyota Aqua 2015 S for Sale,Rawalpindi,2015,"110,000",Hybrid,1500,Automatic,41lacs
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec for Sale 9.4/10,Karachi,2020,"53,440",Petrol,1300,Automatic,40lacs
Toyota Corolla 2020 Altis Grande CVT-i 1.8 for Sale,Islamabad,2020,"96,000",Petrol,1800,Automatic,55.5lacs
Toyota Corolla 2018 Altis Grande CVT-i 1.8 for Sale,Islamabad,2018,"99,600",Petrol,1800,Automatic,53.1lacs
Honda Freed 2019 + Hybrid G Honda Sensing for Sale 9.7/10,Lahore,2019,"59,332",Hybrid,1500,Automatic,64lacs
Honda City 2006 i-DSI for Sale,Lahore,2006,"212,000",Petrol,1300,Manual,19lacs
Toyota Fortuner 2014 2.7 VVTi for Sale,Lahore,2014,"68,000",Petrol,2700,Automatic,61.95lacs
Toyota Yaris 2024 ATIV MT 1.3 for Sale,Lahore,2024,"5,600",Petrol,1300,Manual,48.25lacs
Honda City 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,Rawalpindi,2018,"63,500",Petrol,1500,Automatic,39.75lacs
Honda Civic Rebirth 2012 VTi 1.8 i-VTEC for Sale,Islamabad,2012,"150,000",Petrol,1800,Manual,27.4lacs
Suzuki Mehran 2013 VXR Euro II for Sale,Sialkot,2013,"7,600",Petrol,796,Manual,9.2lacs
Toyota Yaris 2020 for Sale,Islamabad,2020,"24,500",Petrol,1000,Automatic,45.5lacs
Toyota Vitz 2007 F 1.3 for Sale,Jhelum,2007,"125,000",Petrol,1300,Automatic,23lacs
Toyota Prius 2024 1.8 U Hybrid for Sale,Islamabad,2024,500,Hybrid,1800,Automatic,1.6crore
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Peshawar,2008,"1,234",Petrol,1800,Automatic,23lacs
Toyota Hilux 2015 Vigo Champ G for Sale,Lahore,2015,"137,000",Diesel,2500,Automatic,68lacs
Suzuki Khyber 1996 GA for Sale,Karachi,1996,"350,000",Petrol,1000,Manual,3.8lacs
Honda Civic Reborn 2011 VTi 1.8 i-VTEC for Sale,Islamabad,2011,"100,000",Petrol,1800,Manual,23lacs
Toyota Corolla Fielder 2015 Hybrid for Sale,Charsadda,2015,"150,000",Hybrid,1500,Automatic,49lacs
Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,Sialkot,2017,"68,000",Petrol,1300,Automatic,41.5lacs
Nissan Serena 2019 e-POWER Highway Star for Sale,Wazirabad,2019,"38,000",Hybrid,1200,Automatic,80lacs
MG HS 2021 1.5 Turbo for Sale,Faisalabad,2021,"39,800",Petrol,1500,Automatic,62.5lacs
Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,Sialkot,2017,"80,000",Petrol,1300,Automatic,41lacs
Suzuki Alto 2024 VXL AGS for Sale,Rawalpindi,2024,"5,000",Petrol,660,Automatic,32.5lacs
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Lahore,2019,"88,500",Petrol,1300,Automatic,38.75lacs
Toyota Vitz 2006 F 1.0 for Sale,Sargodha,2006,"12,345",Petrol,1000,Automatic,21.75lacs
Suzuki Swift 2015 DLX 1.3 for Sale,Karachi,2015,"108,000",Petrol,1300,Manual,18.9lacs
Honda City 5th (GM2) Generation 2015 Aspire Prosmatec 1.5 i-VTEC for Sale,Lahore,2015,"110,500",Petrol,1500,Automatic,32lacs
Toyota Vitz 2007 F 1.0 for Sale,Mardan,2007,"1,234",Petrol,1000,Automatic,21.5lacs
Daihatsu Hijet 2009 Special for Sale,Karachi,2009,"100,000",Petrol,660,Manual,13.5lacs
Honda Vezel 2019 Hybrid X Honda Sensing for Sale,Gujranwala,2019,"13,800",Hybrid,1500,Automatic,73.5lacs
Honda Civic 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Gujranwala,2012,"96,000",Petrol,1800,Automatic,36.5lacs
Toyota Prado 2003 for Sale,Lahore,2003,"176,091",Petrol,3400,Automatic,79.5lacs
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Rawalpindi,2011,"110,000",Petrol,1300,Manual,29.1lacs
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Lahore,2019,"85,000",Petrol,1300,Automatic,44.8lacs
Honda N Wgn 2020 G for Sale,Lahore,2020,"51,114",Petrol,660,Automatic,33.5lacs
Honda City 2006 i-DSI for Sale,Rawalpindi,2006,"33,200",Petrol,1300,Manual,28.5lacs
Suzuki Mehran 2007 VX for Sale,Islamabad,2007,"45,000",Petrol,800,Manual,7.25lacs
Suzuki Every 2020 PC for Sale,Lahore,2020,"97,761",Petrol,660,Automatic,28.5lacs
Honda Freed 2018 Hybrid EX for Sale,Lahore,2018,"42,214",Hybrid,1500,Automatic,56.9lacs
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Lahore,2018,"72,000",Petrol,1600,Automatic,48.95lacs
Daihatsu Taft 2022 for Sale,Lahore,2022,"15,960",Petrol,660,Automatic,36.75lacs
Honda N Box 2020 Custom GL for Sale,Lahore,2020,"34,849",Petrol,658,Automatic,33.5lacs
Honda Freed 2016 + Hybrid G Honda Sensing for Sale,Karachi,2016,"50,362",Hybrid,1500,Automatic,45lacs
Toyota Passo 2020 X L Package S for Sale,Lahore,2020,"61,919",Petrol,1000,Automatic,40.75lacs
Honda Civic 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2014,"155,000",Petrol,1800,Automatic,33.7lacs
Toyota Premio 2010 F 1.5 for Sale,Karachi,2010,"104,000",Petrol,1500,Automatic,45.6lacs
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,Karachi,2015,"92,000",Petrol,1800,Automatic,31.5lacs
Toyota Vitz 2014 F 1.0 for Sale,Lahore,2014,"72,000",Petrol,1000,Automatic,31.75lacs
Suzuki Wagon R 2021 VXR for Sale,Karachi,2021,"50,000",Petrol,1000,Manual,23.25lacs
Toyota Vitz 2006 F 1.0 for Sale,Karachi,2006,"98,000",Petrol,1000,Automatic,18.8lacs
Honda City 2018 1.3 i-VTEC Prosmatec for Sale,Islamabad,2018,"66,000",Petrol,1300,Automatic,36lacs
Toyota Prado 2000 TZ 3.0D for Sale,Bahawalnagar,2000,"236,000",Diesel,3000,Automatic,52.2lacs
Suzuki Alto 2013 E for Sale,Sadiqabad,2013,"136,000",Petrol,660,Automatic,21.5lacs
Honda Civic 2006 VTi Prosmatec 1.6 for Sale,Karachi,2006,"239,000",Petrol,1600,Automatic,18lacs
Honda City 2005 i-DSI for Sale,Islamabad,2005,"140,000",Petrol,1300,Manual,18.5lacs
Suzuki APV 2006 for Sale,Gujrat,2006,"123,456",Petrol,1500,Manual,18lacs
Suzuki Wagon R 2020 VXL for Sale,Lahore,2020,"95,000",Petrol,1000,Manual,24lacs
Audi A5 2019 1.4 TFSI Sportback for Sale 9.4/10,Lahore,2019,"96,052",Petrol,1400,Automatic,1.53crore
Nissan Juke 2011 15RX Premium Personalize Package for Sale,Islamabad,2011,"158,000",Petrol,1500,Automatic,33.5lacs
Honda Civic 7th Generation (Facelift) 2006 EXi for Sale,Lahore,2006,"123,456",Petrol,1500,Manual,17lacs
Toyota Corolla 2017 for Sale,Nowshera,2017,"120,000",Petrol,1300,Manual,35lacs
Mercedes Benz CLA Class 2013 CLA180 for Sale,Lahore,2013,"71,000",Petrol,1600,Automatic,92lacs
Honda Civic 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Lahore,2015,"70,000",Petrol,1800,Automatic,43.5lacs
Nissan Note 2019 for Sale,Lahore,2019,"124,000",Hybrid,1200,Automatic,42.85lacs
Suzuki Alto 2012 for Sale,Islamabad,2012,"15,000",Petrol,660,Automatic,16.5lacs
