Title,Location,Model ,KM,Fuel Type,CC,Specs,Price
Suzuki Cultus 2010 VXLi for Sale,Karachi,2010,"98,000",Petrol,1000,Manual,11.65lacs
Honda City 5th (GM2) Generation 2012 Aspire 1.3 i-VTEC for Sale,Karachi,2012,"155,000",Petrol,1300,Manual,24lacs
Toyota Prado 2019 TX 2.7 for Sale,Islamabad,2019,"9,000",Petrol,2700,Automatic,2.57crore
Toyota Land Cruiser 2019 ZX for Sale,Islamabad,2019,"42,000",Petrol,4600,Automatic,4.68crore
Mercedes Benz E Class 4th (W212) Generation 2011 E250 for Sale,Islamabad,2011,"84,000",Petrol,2100,Automatic,1.2crore
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,Islamabad,2016,"120,000",Petrol,1300,Manual,29.85lacs
Toyota Yaris Hatchback 2020 for Sale,Lahore,2020,"79,000",Petrol,1000,Automatic,43.5lacs
BMW iX 2024 xDrive40 for Sale,Karachi,2024,500,Electric,71.0,Automatic,4crore
Toyota Corolla 1996 GL for Sale,Taxila,1996,"150,000",Petrol,1300,Manual,14.5lacs
Suzuki Alto 2011 F for Sale,Islamabad,2011,"101,000",Petrol,660,Automatic,21.9lacs
Audi e-tron GT 2022 Standard for Sale,Karachi,2022,"2,900",Electric,93.0,Automatic,3.75crore
Daihatsu Mira 2014 X Memorial Edition for Sale,Karachi,2014,"85,000",Petrol,660,Automatic,23.9lacs
Mercedes Benz C Class 2002 C240 for Sale,Lahore,2002,"175,000",Petrol,2398,Automatic,22.5lacs
Mitsubishi Pajero 2003 for Sale,Lahore,2003,"145,000",Petrol,3400,Automatic,38lacs
Toyota Corolla 2012 GLi Automatic 1.6 VVTi for Sale,Islamabad,2012,"160,000",Petrol,1600,Automatic,29.5lacs
Honda City 2011 i-VTEC for Sale,Gujranwala,2011,"130,000",Petrol,1300,Automatic,27lacs
Suzuki Alto 2022 VXR for Sale,Sheikhupura,2022,"15,000",Petrol,660,Manual,25.9lacs
Toyota Corolla 2006 X HID 40th Anniversary Limited 1.5 for Sale,Quetta,2006,"160,000",Petrol,1500,Automatic,36.5lacs
Isuzu D-Max 2019 V-Cross Limited GTX Edition for Sale,Faisalabad,2019,"99,000",Diesel,3000,Automatic,88.5lacs
Honda Vezel 2014 Hybrid X L Package for Sale,Mirpur,2014,"107,955",Hybrid,1500,Automatic,42.9lacs
Toyota Corolla 2021 Altis X Manual 1.6 for Sale,Islamabad,2021,"80,000",Petrol,1600,Manual,49.5lacs
Honda Civic 2021 1.8 i-VTEC CVT for Sale,Islamabad,2021,"52,000",Petrol,1800,Automatic,65lacs
Honda Vezel 2017 Hybrid Z Honda Sensing for Sale,Lahore,2017,"55,321",Hybrid,1500,Automatic,66lacs
Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,Karachi,2016,"90,000",Petrol,1300,Automatic,36.5lacs
Hyundai Tucson 2024 FWD A/T GLS for Sale,Rawalpindi,2024,"7,000",Petrol,2000,Automatic,71lacs
Toyota Vitz 2014 F Intelligent Package 1.0 for Sale,Multan,2014,"127,000",Petrol,1000,Automatic,32.75lacs
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Gujranwala,2017,"180,000",Petrol,1300,Manual,37lacs
Suzuki Alto 2018 for Sale,Peshawar,2018,"55,000",Petrol,660,Automatic,29.8lacs
Toyota Corolla 2010 XLi VVTi for Sale,Charsadda,2010,"130,000",Petrol,1300,Manual,24.3lacs
Honda Vezel 2021 e-HEV Play for Sale,Lahore,2021,"47,762",Hybrid,1500,Automatic,1.08crore
Toyota Corolla 9th (E120) Generation 2005 2.0D Saloon for Sale,Dadyal,2005,"243,000",Diesel,2000,Manual,28.5lacs
Suzuki Mehran 2015 VXR Euro II for Sale,Chakwal,2015,"95,000",Petrol,800,Manual,12lacs
Honda Insight 2019 EX Black Style for Sale,Karachi,2019,"26,000",Hybrid,1500,Automatic,1.1crore
KIA Picanto 2022 1.0 AT for Sale,Lahore,2022,"46,000",Petrol,1000,Automatic,30lacs
Toyota Platz 2005 F 1.0 for Sale,Karachi,2005,"105,000",Petrol,1000,Automatic,16.5lacs
Suzuki Khyber 1991 GA for Sale,Islamabad,1991,"140,000",Petrol,1000,Manual,5.45lacs
Suzuki Swift 2010 DLX 1.3 for Sale,Lahore,2010,"196,000",Petrol,1300,Manual,15.8lacs
Suzuki APV 2009 for Sale,Quetta,2009,"200,000",Petrol,1500,Manual,23.5lacs
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Karachi,2018,"87,000",Petrol,1600,Automatic,43lacs
Toyota Land Cruiser 1983 for Sale,Lahore,1983,"125,000",Diesel,2400,Automatic,18.5lacs
Mercedes Benz E Class 2007 E200 for Sale,Lahore,2007,"55,000",Petrol,1800,Automatic,58lacs
Honda City 6th Generation 2024 1.5L ASPIRE CVT for Sale,Lahore,2024,"7,500",Petrol,1500,Automatic,56.5lacs
KIA Sportage 2021 AWD for Sale,Karachi,2021,"36,000",Petrol,2000,Automatic,69.75lacs
Toyota Prado 2019 TX L Package 2.7 for Sale,Islamabad,2019,"29,500",Petrol,2700,Automatic,2.95crore
Suzuki Alto 2021 VXL AGS for Sale,Islamabad,2021,"52,000",Petrol,660,Automatic,26.85lacs
Toyota Passo 2009 G F Package for Sale,Karachi,2009,"77,000",Petrol,1000,Automatic,18.8lacs
Suzuki Cultus 2021 VXR for Sale,Lahore,2021,"45,500",Petrol,1000,Manual,31.65lacs
Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,Jhelum,2018,"78,000",Petrol,1800,Automatic,51.75lacs
Daihatsu Mira 2017 L SA for Sale,Karachi,2017,"77,000",Petrol,660,Automatic,28.5lacs
Honda Civic 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2011,"150,000",Petrol,1800,Automatic,28.75lacs
Suzuki Cultus 2018 VXR for Sale,Karachi,2018,"24,000",Petrol,1000,Manual,27.4lacs
Suzuki Mehran 2013 VX Euro II for Sale,Karachi,2013,"80,000",Petrol,796,Manual,8.5lacs
Toyota Corolla 2019 Altis Grande CVT-i 1.8 for Sale,Lahore,2019,"242,000",Petrol,1800,Automatic,55lacs
Toyota Yaris Hatchback 2021 for Sale,Lahore,2021,"100,000",Petrol,1000,Automatic,42.5lacs
Nissan March 1996 for Sale,Karachi,1996,"214,000",Petrol,1000,Manual,7.6lacs
Suzuki Cultus 2006 VXR (CNG) for Sale,Lahore,2006,"100,000",Petrol,1000,Manual,8.35lacs
Nissan Sunny 1989 for Sale,Lahore,1989,"200,000",Petrol,1600,Automatic,8.3lacs
Suzuki Mehran 2010 VX for Sale,Rawalpindi,2010,"86,000",Petrol,800,Manual,9lacs
Honda Civic 11th Generation 2022 Oriel for Sale,Lahore,2022,"26,500",Petrol,1500,Automatic,68lacs
Suzuki Baleno 2005 JXR for Sale,Faisalabad,2005,"123,500",Petrol,1300,Manual,9.75lacs
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,Mian,2011,"148,000",Petrol,1300,Manual,23.5lacs
Toyota Passo 2014 Plus Hana C for Sale,Attock,2014,"85,000",Petrol,1000,Automatic,23.9lacs
KIA Sportage 2021 AWD for Sale,Lahore,2021,"44,500",Petrol,2000,Automatic,68.5lacs
Toyota Mark X 2005 250G F Package Smart Edition for Sale,Lahore,2005,"407,546",Petrol,2500,Automatic,45lacs
Suzuki Swift 2018 DLX Automatic 1.3 Navigation for Sale,Lahore,2018,"49,000",Petrol,1300,Automatic,27.5lacs
Suzuki Swift 2022 GL Manual for Sale,Islamabad,2022,"61,000",Petrol,1200,Manual,39.5lacs
Changan Oshan X7 2024 FutureSense 7 Seat for Sale,Islamabad,2024,"2,500",Petrol,1500,Automatic,93.5lacs
Suzuki Cultus 2017 VXR for Sale,Karachi,2017,"200,000",Petrol,1000,Manual,15lacs
Daihatsu Mira 2014 X Memorial Edition for Sale,Karachi,2014,"92,000",Petrol,660,Automatic,22.8lacs
Suzuki Swift 2011 DLX 1.3 for Sale,Karachi,2011,"117,000",Petrol,1300,Manual,16.2lacs
Suzuki Mehran 2008 VXR (CNG) for Sale,Lahore,2008,"68,000",Petrol,800,Manual,11lacs
Suzuki Wagon R 2014 FX Limited for Sale,Karachi,2014,"72,000",Petrol,660,Automatic,22.5lacs
Suzuki Wagon R 2019 VXL for Sale,Rawalpindi,2019,"86,000",Petrol,1000,Manual,24.9lacs
Honda Civic 2015 VTi Prosmatec 1.8 i-VTEC for Sale,Lahore,2015,"107,000",Petrol,1800,Automatic,34.75lacs
KIA Sportage 2021 AWD for Sale,Islamabad,2021,"57,000",Petrol,2000,Automatic,70lacs
KIA Picanto 2020 1.0 MT for Sale,Lahore,2020,"20,649",Petrol,1000,Manual,26.25lacs
Toyota Prius 2018 S for Sale,Islamabad,2018,"97,000",Hybrid,1800,Automatic,75lacs
Mitsubishi Pajero 1992 Exceed 2.8D for Sale,Rawalpindi,1992,"150,000",Diesel,2400,Manual,17.75lacs
DFSK Glory 580 2021 1.8 CVT for Sale,Lahore,2021,"84,000",Petrol,1800,Automatic,48.75lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Islamabad,2021,"29,500",Petrol,1800,Automatic,65lacs
Toyota Corolla Cross 2022 for Sale,Peshawar,2022,"6,000",Hybrid,1800,Automatic,1.6crore
Honda Vezel 2021 e-HEV Z for Sale,Peshawar,2021,"17,000",Hybrid,1500,Automatic,1.3crore
Toyota Prado 2019 TX L Package 2.7 for Sale,Peshawar,2019,"90,000",Petrol,2700,Automatic,2.79crore
Daihatsu Mira 2022 G SA III for Sale,Peshawar,2022,"80,000",Petrol,660,Automatic,42.8lacs
Toyota Aqua 2021 Z for Sale,Peshawar,2021,"75,543",Hybrid,1500,Automatic,81.5lacs
Toyota Crown 2004 for Sale,Peshawar,2004,"150,000",Petrol,4300,Automatic,1.15crore
Toyota Prius 2023 1.8 U Hybrid for Sale,Peshawar,2023,"6,000",Hybrid,1800,Automatic,1.45crore
Toyota Crown 2019 RS Advance for Sale,Peshawar,2019,"72,000",Hybrid,2500,Automatic,2.4crore
Honda Civic 2004 EXi for Sale,Gujranwala,2004,"150,000",Petrol,1500,Manual,15.5lacs
Honda Grace Hybrid 6th (GM4) Generation 2015 DX for Sale,Karachi,2015,"88,000",Hybrid,1500,Automatic,39.9lacs
Honda Civic 6th Generation 1996 VTi 1.6 for Sale,Islamabad,1996,"150,000",Petrol,1600,Manual,10.8lacs
Suzuki Cultus 2014 for Sale,Islamabad,2014,"155,000",Petrol,1000,Manual,13.7lacs
Suzuki Mehran 2001 for Sale,Karachi,2001,"800,000",CNG,800,Manual,4.5lacs
Suzuki Cultus 2020 VXL for Sale,Lahore,2020,52,Petrol,1000,Manual,31lacs
Honda Civic 2002 VTi Oriel Prosmatec 1.6 for Sale,Lahore,2002,"250,000",Petrol,1600,Automatic,14.95lacs
BMW X1 2017 for Sale,Gujranwala,2017,"162,000",Petrol,1500,Automatic,69lacs
KIA Sorento 2021 3.5 FWD for Sale,Islamabad,2021,"105,000",Petrol,3500,Automatic,78.5lacs
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Islamabad,2013,"100,211",Petrol,1800,Automatic,32.5lacs
Suzuki Margalla 1996 for Sale,Karachi,1996,"10,000",LPG,1000,Manual,5.65lacs
Honda City 2002 EXi for Sale,Karachi,2002,"200,000",Petrol,1300,Manual,11lacs
Honda Fit 2021 1.5 Hybrid S Package for Sale,Lahore,2021,"30,000",Hybrid,1500,Automatic,62lacs
Nissan Sakura 2023 X for Sale,Lahore,2023,"1,900",Electric,20.0,Automatic,46lacs
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,Lahore,2014,"108,000",Petrol,1300,Manual,29.85lacs
Honda Civic 2002 VTi Oriel 1.6 for Sale,Gujranwala,2002,"150,000",Petrol,1600,Manual,14.5lacs
Daihatsu Hijet 2019 Cruise for Sale,Karachi,2019,"106,000",Petrol,660,Automatic,23.6lacs
Suzuki Mehran 2015 VX Euro II Limited Edition for Sale,Bahawalnagar,2015,"55,000",Petrol,796,Manual,11.75lacs
Mitsubishi Ek Wagon 2023 for Sale,Islamabad,2023,"8,795",Petrol,660,Automatic,35.5lacs
Suzuki Cultus 2010 VXRi for Sale,Islamabad,2010,"71,400",Petrol,1000,Manual,11.8lacs
Suzuki Mehran 2012 VX for Sale,Lahore,2012,"80,000",Petrol,800,Manual,8.65lacs
Suzuki Cultus 2012 EURO II for Sale,Taxila,2012,"50,000",Petrol,1000,Manual,14lacs
Toyota Yaris 2020 GLI MT 1.3 for Sale,Kasur,2020,"90,000",Petrol,1300,Manual,40lacs
Suzuki Sj410 1989 for Sale,Lahore,1989,"15,500",Petrol,1000,Manual,13.7lacs
Toyota Fortuner 2018 2.7 VVTi for Sale,Karachi,2018,"60,000",Petrol,2700,Automatic,1.08crore
Honda Insight 2020 EX for Sale,Peshawar,2020,"38,000",Hybrid,1500,Automatic,1.14crore
Toyota C-HR 2019 S-GR Package for Sale,Peshawar,2019,"45,000",Hybrid,1800,Automatic,1.03crore
Toyota C-HR 2019 G Nero for Sale,Peshawar,2019,"34,916",Hybrid,1800,Automatic,92lacs
Suzuki Alto 2022 L Upgrade for Sale,Peshawar,2022,700,Petrol,660,Automatic,43lacs
Toyota Corolla 1984 DX for Sale,Peshawar,1984,"91,000",Petrol,1300,Manual,16lacs
Toyota Noah 2018 for Sale,Peshawar,2018,"121,000",Hybrid,1800,Automatic,85lacs
Suzuki Cultus 2015 EURO II for Sale,Peshawar,2015,"114,000",Petrol,1000,Manual,19.9lacs
Nissan Dayz 2021 Highway Star S hybrid X pro pilot for Sale,Peshawar,2021,"55,000",Hybrid,660,Automatic,42.8lacs
Toyota Yaris Hatchback 2022 for Sale,Peshawar,2022,"20,000",Hybrid,1000,Automatic,58lacs
Toyota Aqua 2015 S for Sale,Peshawar,2015,"175,000",Hybrid,1500,Automatic,44.8lacs
Toyota Premio 2009 X L Package 1.8 for Sale,Peshawar,2009,"96,000",Petrol,1800,Automatic,62lacs
Toyota C-HR 2020 G for Sale,Peshawar,2020,"61,636",Hybrid,1800,Automatic,1.1crore
Suzuki Cultus 2006 VXR for Sale,Islamabad,2006,"100,000",Petrol,1000,Manual,10.2lacs
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Karachi,2016,"111,000",Petrol,1300,Manual,31.5lacs
Toyota Fortuner 2022 for Sale,Gujrat,2022,"29,000",Petrol,2700,Automatic,1.4crore
Honda Civic 6th Generation 1997 EXi for Sale,Karachi,1997,"200,000",Petrol,1500,Manual,9lacs
Hyundai Tucson 2023 AWD A/T Ultimate for Sale 9.9/10,Karachi,2023,"15,144",Petrol,2000,Automatic,81.5lacs
Toyota Hilux 2021 Revo V Automatic 2.8 for Sale 9.2/10,Karachi,2021,"59,387",Diesel,2800,Automatic,1.14crore
Suzuki Cultus 2022 Auto Gear Shift for Sale,Sialkot,2022,"71,500",Petrol,1000,Automatic,36.7lacs
Suzuki Mehran 2008 VX for Sale,Lahore,2008,"100,000",Petrol,800,Manual,8lacs
Toyota Land Cruiser 2023 ZX Gasoline 3.5L for Sale,Karachi,2023,1,Petrol,3500,Automatic,7.35crore
Hyundai Tucson 2021 FWD A/T GLS Sport for Sale,Lahore,2021,"33,000",Petrol,2000,Automatic,74.5lacs
Toyota Prius 2007 G Touring Selection 1.5 for Sale,Rawalpindi,2007,"114,000",Hybrid,1500,Automatic,27.5lacs
Suzuki Alto 2022 VXL AGS for Sale,Lahore,2022,"18,000",Petrol,660,Automatic,28.5lacs
Suzuki Swift 2022 GLX CVT for Sale,Islamabad,2022,"22,000",Petrol,1200,Automatic,45lacs
Suzuki Every 2024 VXR for Sale,Sargodha,2024,2,Petrol,660,Manual,28.13lacs
Honda City 2003 i-DSI for Sale,Rawalpindi,2003,"380,000",Petrol,1300,Manual,16.3lacs
Toyota Aqua 2016 GS for Sale,Islamabad,2016,"100,000",Hybrid,1500,Automatic,37lacs
Suzuki Mehran 2019 VXR Euro II for Sale,Multan,2019,"72,000",Petrol,796,Manual,14lacs
MG HS 2021 Trophy for Sale,Lahore,2021,"50,000",Petrol,1500,Automatic,61.25lacs
Honda Civic 2000 VTi Oriel 1.6 for Sale,Peshawar,2000,"132,500",Petrol,1600,Manual,13.5lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Abbottabad,2021,"28,000",Petrol,1800,Automatic,67lacs
Daihatsu Mira 2014 ES for Sale,Islamabad,2014,"187,000",Petrol,660,Automatic,23.45lacs
Suzuki Alto 2009 VXR for Sale,Kot,2009,"91,382",Petrol,1000,Manual,14lacs
Daihatsu Mira 2021 X SA lll for Sale,Karachi,2021,"11,900",Petrol,660,Automatic,37.5lacs
Toyota Fortuner 2018 for Sale,Karachi,2018,"45,000",Petrol,2700,Automatic,1.26crore
Honda Civic 2002 EXi for Sale,Lahore,2002,16,Petrol,1500,Manual,13.5lacs
Honda City 2007 VTEC Steermatic for Sale,Sargodha,2007,"145,000",Petrol,1500,Automatic,21.75lacs
Daihatsu Taft 2021 for Sale 9.4/10,Islamabad,2021,"5,898",Petrol,660,Automatic,37.99lacs
Honda Fit 2021 1.5 EXECUTIVE for Sale 8.6/10,Islamabad,2021,"32,179",Petrol,1500,Automatic,69.5lacs
Mercedes Benz E Class 4th (W212) Generation 2014 E63 AMG for Sale,Karachi,2014,"40,000",Petrol,5500,Automatic,2.3crore
Suzuki Mehran 2008 VXR for Sale,Chowk,2008,"69,500",Petrol,800,Manual,7.5lacs
Toyota Prado 2020 TX L Package 2.7 for Sale,Gujranwala,2020,"29,000",Petrol,2700,Automatic,2.99crore
Toyota Prado 2016 TX Limited 2.7 for Sale,Islamabad,2016,"150,000",Petrol,2700,Automatic,2.5crore
Toyota Aqua 2020 G GR Sports for Sale,Karachi,2020,"77,000",Hybrid,1500,Automatic,71.75lacs
Suzuki Every 2019 PC for Sale,Lahore,2019,"86,000",Petrol,660,Automatic,27.5lacs
Toyota Fortuner 2018 2.8 Sigma 4 for Sale 9.6/10,Karachi,2018,"94,189",Diesel,2800,Automatic,1.24crore
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Karachi,2021,"31,000",Petrol,1600,Automatic,54lacs
Mercedes Benz C Class 2019 C180 AMG for Sale,Lahore,2019,"17,000",Petrol,1600,Automatic,2.85crore
Daihatsu Mira 2021 G SA III for Sale,Karachi,2021,"72,900",Petrol,660,Automatic,38.5lacs
Toyota Land Cruiser 2000 VX 4.7 for Sale,Quetta,2000,"144,840",Petrol,4700,Automatic,75lacs
KIA Sportage 2021 AWD for Sale,Lahore,2021,"64,000",Petrol,2000,Automatic,68.75lacs
Toyota Crown 1977 for Sale,Rawalpindi,1977,"125,000",Petrol,2500,Manual,7.25lacs
Suzuki Alto 2020 VXL AGS for Sale,Lahore,2020,"57,500",Petrol,660,Automatic,26lacs
Toyota Land Cruiser 2016 AX for Sale,Karachi,2016,"73,000",Petrol,4600,Automatic,
Toyota Corolla Axio 2017 Hybrid 1.5 for Sale,Islamabad,2017,"100,000",Hybrid,1500,Automatic,54.5lacs
Toyota Vitz 2010 for Sale,Lahore,2010,"100,000",Petrol,1000,Automatic,21lacs
Suzuki Mehran 2015 VX Euro II for Sale,Jand,2015,"56,000",Petrol,796,Manual,12.95lacs
Suzuki Bolan 2018 VX Euro II for Sale,Mian,2018,"35,000",Petrol,800,Manual,14.25lacs
Honda Civic 2020 1.5 VTEC Turbo Oriel for Sale,Lahore,2020,"52,000",Petrol,1500,Automatic,61.2lacs
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC for Sale,Lahore,2010,"198,000",Petrol,1300,Manual,22.9lacs
Suzuki Alto 2020 VXR for Sale,Karachi,2020,"70,400",Petrol,660,Manual,21.3lacs
Toyota Premio 2002 X 1.8 for Sale,Peshawar,2002,"155,000",Petrol,1800,Automatic,32.5lacs
Hyundai Santro 2003 Club GV for Sale,Rawalpindi,2003,"150,000",Petrol,1100,Manual,9.65lacs
Honda City 2014 1.3 i-VTEC for Sale,Karachi,2014,"135,000",Petrol,1300,Manual,26.5lacs
Suzuki Khyber 1998 GA for Sale,Khushab,1998,160,Petrol,1000,Manual,7lacs
Honda City 2022 1.5L ASPIRE CVT for Sale,Lahore,2022,"29,000",Petrol,1500,Automatic,48.5lacs
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,Karachi,2013,"97,000",Petrol,1300,Manual,26.5lacs
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,Lahore,2018,"57,000",Petrol,1300,Manual,33.5lacs
Nissan Sunny 1994 for Sale,Khanewal,1994,"156,000",LPG,1500,Automatic,8lacs
Honda Civic 2007 MXB (Hybrid) for Sale,Islamabad,2007,"125,000",Hybrid,1300,Automatic,28.5lacs
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Attock,2011,"94,000",Petrol,1300,Manual,28.25lacs
Suzuki Wagon R 2022 Hybrid FX for Sale,Karachi,2022,"7,000",Hybrid,660,Automatic,39.5lacs
Suzuki Mehran 2017 VX Euro II for Sale,Faisalabad,2017,"100,000",Petrol,796,Manual,12.75lacs
Honda Freed 2018 + Hybrid G Honda Sensing for Sale,Gujranwala,2018,"40,000",Hybrid,1500,Automatic,56.25lacs
Toyota Raize 2020 Z for Sale,Gujranwala,2020,"64,000",Petrol,1000,Automatic,60lacs
Nissan Note 2021 e-Power S for Sale,Gujranwala,2021,"74,000",Hybrid,1200,Automatic,61.5lacs
Nissan Note 2021 e-Power S for Sale,Gujranwala,2021,"50,000",Hybrid,1200,Automatic,62lacs
Toyota Raize 2021 XS for Sale,Gujranwala,2021,"85,000",Petrol,1000,Automatic,54.25lacs
Toyota Vitz 2012 F 1.3 for Sale,Gujranwala,2012,"30,000",Petrol,1300,Automatic,24lacs
Suzuki Alto Lapin 2021 L for Sale,Islamabad,2021,"16,240",Petrol,660,Automatic,35.8lacs
Suzuki Every 2019 Join for Sale,Gujranwala,2019,"82,500",Petrol,660,Automatic,
Toyota Prado 2020 TX 2.7 for Sale,Lahore,2020,"17,000",Petrol,2700,Automatic,2.69crore
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Lahore,2022,"15,000",Petrol,1598,Automatic,59lacs
KIA Picanto 2022 1.0 AT for Sale,Lahore,2022,"8,000",Petrol,1000,Automatic,34lacs
Toyota Fortuner 2023 Legender for Sale,Lahore,2023,"21,000",Diesel,2800,Automatic,1.93crore
MG 4 2024 Excite for Sale,Lahore,2024,20,Electric,51.0,Automatic,1.05crore
Daihatsu Mira 2021 X SA lll for Sale,Karachi,2021,"11,500",Petrol,660,Automatic,37.75lacs
Toyota Vitz 2012 F 1.0 for Sale,Rawalpindi,2012,"116,000",Petrol,1000,Automatic,29lacs
Nissan Sunny 2005 EX Saloon Automatic 1.6 for Sale,Islamabad,2005,"100,000",Petrol,1600,Automatic,17.5lacs
Toyota Prius 2010 S Touring Selection GS 1.8 for Sale,Islamabad,2010,"150,000",Hybrid,1800,Automatic,34.8lacs
KIA Sportage 2021 AWD for Sale,Mandi,2021,"74,000",Petrol,2000,Automatic,70lacs
Suzuki Mehran 2015 VXR Euro II for Sale,Peshawar,2015,123,Petrol,796,Manual,13.2lacs
Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,Lahore,2015,"94,000",Petrol,1300,Automatic,35.6lacs
Honda City 2007 VTEC Steermatic for Sale,Gujranwala,2007,"131,050",Petrol,1500,Automatic,19lacs
Daihatsu Mira 2007 for Sale,Islamabad,2007,"173,000",Petrol,660,Automatic,15lacs
Suzuki Mehran 2008 VXR for Sale,Lahore,2008,"70,000",Petrol,800,Manual,7.5lacs
Suzuki Alto 2011 for Sale,Islamabad,2011,"120,000",Petrol,660,Manual,15.5lacs
Toyota Corolla 2009 2.0D Saloon SR for Sale,Kotli,2009,"147,000",Diesel,2000,Manual,37.5lacs
Suzuki Cultus 2013 EURO II for Sale,Multan,2013,"186,000",Petrol,1000,Manual,12.5lacs
Suzuki Cultus 2020 VXL for Sale,Sargodha,2020,"60,000",Petrol,1000,Manual,29.5lacs
Suzuki Mehran 2012 VX (CNG) for Sale,Peshawar,2012,"95,000",Petrol,800,Manual,10.5lacs
Suzuki Mehran 2019 VXR Euro II for Sale,Lahore,2019,"40,000",Petrol,796,Manual,13.65lacs
Nissan Navara 2011 2.5 SE for Sale,Mirpur,2011,"110,000",Diesel,2500,Manual,40lacs
Suzuki Cultus 2010 VXRi for Sale,Lahore,2010,"74,000",Petrol,1000,Manual,12.75lacs
Daihatsu Mira 2021 X SA lll for Sale,Karachi,2021,"33,000",Petrol,660,Automatic,36.2lacs
Honda Civic 2000 EXi for Sale,Bhakkar,2000,"250,000",Petrol,1500,Manual,11.75lacs
Toyota Yaris 2020 ATIV X CVT 1.5 for Sale,Rahim,2020,"113,000",Petrol,1500,Automatic,41lacs
Suzuki Alto 2004 VXR for Sale,Karachi,2004,"205,000",Petrol,1000,Manual,6.25lacs
Suzuki Cultus 2013 EURO II for Sale,Lahore,2013,"54,000",Petrol,1000,Manual,17lacs
Suzuki Mehran 2006 VX for Sale,Rawalpindi,2006,"200,000",Petrol,800,Manual,7.5lacs
Hyundai Tucson 2022 AWD A/T Ultimate for Sale,Lahore,2022,"40,000",Petrol,2000,Automatic,76.5lacs
Audi A6 4th (C7) Generation 2016 1.8 TFSI for Sale,Lahore,2016,"90,000",Petrol,1800,Automatic,1.3crore
Toyota Hilux 2022 Revo V Automatic 2.8 for Sale,Lahore,2022,"30,000",Diesel,2800,Automatic,1.31crore
Honda Civic 2022 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2022,"20,000",Petrol,1800,Automatic,70.5lacs
Toyota C-HR 2019 G-LED for Sale,Lahore,2019,"39,000",Hybrid,1800,Automatic,91.5lacs
Haval H6 2024 HEV for Sale,Lahore,2024,"2,200",Hybrid,1500,Automatic,1.19crore
Haval H6 2024 1.5T for Sale,Lahore,2024,400,Petrol,1500,Automatic,96.5lacs
Hyundai Elantra 2024 GLS for Sale,Lahore,2024,10,Petrol,2000,Automatic,73lacs
MG HS 2021 1.5 Turbo for Sale,Lahore,2021,"36,000",Petrol,1490,Automatic,65.5lacs
Toyota Prado 2007 TZ 4.0 for Sale,Lahore,2007,"117,000",Petrol,4000,Automatic,
Toyota Prado 2017 TX 2.7 for Sale,Lahore,2017,"48,000",Petrol,2700,Automatic,2.29crore
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Lahore,2021,"39,000",Petrol,1800,Automatic,64.25lacs
Toyota Corolla 2014 GLi 1.3 VVTi for Sale,Karachi,2014,90,Petrol,1300,Manual,30.5lacs
Suzuki Every 11th Generation (JDM) 2007 GA for Sale,Lahore,2007,"62,682",Petrol,660,Automatic,13lacs
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2023,"18,000",Petrol,1800,Automatic,74lacs
Suzuki Cultus 2019 VXL for Sale,Lahore,2019,"90,000",Petrol,1000,Manual,26lacs
Honda Vezel 2016 Hybrid Z Honda Sensing for Sale,Islamabad,2016,"81,000",Hybrid,1500,Automatic,49.5lacs
Toyota Yaris 2022 GLI CVT 1.3 for Sale,Lahore,2022,"33,000",Petrol,1300,Automatic,45lacs
Hyundai Tucson 2022 AWD A/T Ultimate for Sale,Lahore,2022,"40,500",Petrol,2000,Automatic,76.5lacs
Honda City 2014 Aspire 1.5 i-VTEC for Sale,Islamabad,2014,"96,000",Petrol,1500,Manual,29.9lacs
Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,Lahore,2021,"49,000",Petrol,1800,Automatic,63.25lacs
Suzuki Mehran 1990 for Sale,Swabi,1990,19,CNG,800,Manual,3lacs
